order_id,order_date,customer_id,product_id,quantity,channel,discount_applied
ORD-50763,2024-01-08,CUST-1177,P-2026,3,Online,0.0
ORD-50764,2023-11-20,CUST-1590,P-2026,3,Online,0.0
ORD-50765,2023-08-12,CUST-1011,P-2041,5,Online,0.0
ORD-50766,2023-01-13,CUST-1760,P-2047,2,Online,0.0
ORD-50767,2023-04-24,CUST-1304,P-2013,5,In-Store,0.2
ORD-50768,2023-05-21,CUST-1084,P-2010,1,In-Store,0.04
ORD-50769,2023-03-14,CUST-1289,P-2017,2,Online,0.0
ORD-50770,2023-09-09,CUST-1814,P-2002,4,Mobile App,0.0
ORD-50771,06/10/23,CUST-1648,P-2029,2,Mobile App,0.0
ORD-50772,2024-03-13,CUST-1032,P-2008,3,Mobile App,0.0
ORD-50773,09/25/23,CUST-1759,P-2017,1,Mobile App,0.06
ORD-50774,2023-07-06,CUST-1117,P-2014,1,Online,0.0
ORD-50775,2023-09-04,CUST-1204,P-2006,3,In-Store,0.0
ORD-50776,2023-07-24,CUST-1944,P-2013,3,In-Store,0.03
ORD-50777,2024-02-11,CUST-1784,P-2038,3,In-Store,0.13
ORD-50778,2024-01-18,CUST-1278,P-2021,5,In-Store,0.0
ORD-50779,2023-11-20,CUST-1839,P-2005,4,Mobile App,0.0
ORD-50780,11/06/23,CUST-1846,P-2042,5,In-Store,0.0
ORD-50781,2023-04-06,CUST-1366,P-2016,1,In-Store,0.0
ORD-50782,2023-06-13,CUST-1704,P-2001,3,Online,0.0
ORD-50783,2023-07-17,CUST-1290,P-2039,2,Mobile App,0.24
ORD-50784,2023-12-10,CUST-1076,P-2037,4,Online,0.0
ORD-50785,2024-02-15,CUST-1505,P-2032,1,Online,0.0
ORD-50786,10/30/23,CUST-1392,P-2016,5,Mobile App,0.27
ORD-50787,2023-05-26,CUST-1134,P-2026,1,Mobile App,0.0
ORD-50788,2023-08-29,CUST-1097,P-2027,3,Mobile App,0.15
ORD-50789,2023-01-25,CUST-1402,P-2020,4,In-Store,0.03
ORD-50790,2023-04-25,CUST-1048,P-2001,2,In-Store,0.0
ORD-50791,2023-02-15,CUST-1195,P-2047,-1,Mobile App,0.08
ORD-50792,2024-02-06,CUST-1044,P-2008,1,Mobile App,0.11
ORD-50793,2023-12-24,CUST-1174,P-2009,5,Mobile App,0.29
ORD-50794,2023-07-31,CUST-1652,P-2029,1,In-Store,0.1
ORD-50795,2024-01-10,CUST-1494,P-2015,1,Mobile App,0.07
ORD-50796,2023-11-28,CUST-1752,P-2014,1,Mobile App,0.0
ORD-50797,2024-02-24,CUST-1394,P-2013,4,Mobile App,0.0
ORD-50798,2023-06-10,CUST-1778,P-2020,4,Online,0.0
ORD-50799,2023-07-06,CUST-1394,P-2029,5,In-Store,0.0
ORD-50800,2023-12-18,CUST-1314,P-2037,1,Online,0.0
ORD-50801,2023-08-24,CUST-1191,P-2018,1,Online,0.03
ORD-50802,2023-08-09,CUST-1217,P-2010,4,In-Store,0.0
ORD-50803,2023-01-26,CUST-1664,P-2025,4,In-Store,0.0
ORD-50804,2023-09-10,CUST-1531,P-2028,1,Online,0.0
ORD-50805,2023-01-19,CUST-1589,P-2018,2,Mobile App,0.0
ORD-50806,2023-07-27,CUST-1401,P-2026,1,In-Store,0.0
ORD-50807,2024-02-07,CUST-1208,P-2023,-1,Online,0.0
ORD-50808,2023-12-25,CUST-1637,P-2031,3,Mobile App,0.0
ORD-50809,2023-04-06,CUST-1340,P-2030,2,Online,0.0
ORD-50810,2023-05-16,CUST-1902,P-2005,2,In-Store,0.0
ORD-50811,2023-09-08,CUST-1894,P-2016,4,In-Store,0.16
ORD-50812,2023-03-27,CUST-1773,P-2010,1,In-Store,0.3
ORD-50813,05/12/23,CUST-1679,P-2032,3,Mobile App,0.0
ORD-50814,2023-09-23,CUST-1793,P-2043,5,Mobile App,0.0
ORD-50815,2023-07-30,CUST-1876,P-2015,2,Mobile App,0.11
ORD-50816,2024-01-17,CUST-1091,P-2013,4,Mobile App,0.0
ORD-50817,2023-08-19,CUST-1981,P-2034,2,In-Store,0.0
ORD-50818,2023-05-22,CUST-1316,P-2013,1,Online,0.0
ORD-50819,08/21/23,CUST-1580,P-2023,3,Online,0.0
ORD-50820,2023-03-18,CUST-1535,P-2019,5,Online,0.0
ORD-50821,2023-01-21,CUST-1222,P-2019,-1,In-Store,0.0
ORD-50822,2023-01-01,CUST-1051,P-2017,2,Mobile App,0.17
ORD-50823,2023-02-14,CUST-1730,P-2018,2,Online,0.0
ORD-50824,2023-01-17,CUST-1484,P-2023,2,Online,0.28
ORD-50825,2023-11-02,CUST-1318,P-2012,5,Online,0.0
ORD-50826,2023-04-13,CUST-1256,P-2009,4,Mobile App,0.14
ORD-50827,2023-04-04,CUST-1384,P-2028,1,Mobile App,0.14
ORD-50828,2023-08-07,CUST-1477,P-2027,4,In-Store,0.0
ORD-50829,2023-03-13,CUST-1629,P-2020,2,Mobile App,0.02
ORD-50830,2024-03-08,CUST-1402,P-2009,4,Mobile App,0.0
ORD-50831,2023-01-28,CUST-1086,P-2004,3,Online,0.17
ORD-50832,2023-12-20,CUST-1339,P-2004,1,Online,0.15
ORD-50833,2023-10-15,CUST-1758,P-2032,2,In-Store,0.0
ORD-50834,2024-01-04,CUST-1959,P-2001,4,Online,0.0
ORD-50835,2023-03-03,CUST-1532,P-2007,2,In-Store,0.0
ORD-50836,2023-03-04,CUST-1307,P-2026,4,Mobile App,0.0
ORD-50837,2023-11-10,CUST-1697,P-2029,5,Online,0.2
ORD-50838,2023-03-29,CUST-1523,P-2048,5,Online,0.15
ORD-50839,2023-12-08,CUST-1281,P-2026,4,In-Store,0.0
ORD-50840,2023-05-26,CUST-1468,P-2008,5,Mobile App,0.19
ORD-50841,2023-01-22,CUST-1929,P-2023,2,Online,0.0
ORD-50842,2024-03-14,CUST-1881,P-2033,2,Online,0.0
ORD-50843,2023-03-19,CUST-1360,P-2042,5,In-Store,0.2
ORD-50844,2023-07-21,CUST-1069,P-2042,4,Mobile App,0.15
ORD-50845,2023-12-04,CUST-1538,P-2017,2,Mobile App,0.0
ORD-50846,2023-07-26,CUST-1069,P-2003,1,Online,0.0
ORD-50847,2023-12-14,CUST-1487,P-2021,2,Online,0.0
ORD-50848,2024-03-26,CUST-1178,P-2047,4,Mobile App,0.0
ORD-50849,2023-01-20,CUST-1867,P-2048,1,Online,0.1
ORD-50850,2023-12-24,CUST-1460,P-2025,2,In-Store,0.0
ORD-50851,2023-12-14,CUST-1292,P-2015,2,Online,0.0
ORD-50852,2023-01-13,CUST-1644,P-2043,1,In-Store,0.17
ORD-50853,2024-03-18,CUST-1073,P-2022,2,Mobile App,0.0
ORD-50854,2024-03-02,CUST-1212,P-2037,4,Online,0.13
ORD-50855,2023-11-17,CUST-1385,P-2005,5,Online,0.0
ORD-50856,2023-01-27,CUST-1615,P-2035,3,In-Store,0.0
ORD-50857,2023-07-03,CUST-1069,P-2011,3,Mobile App,0.0
ORD-50858,2023-07-24,CUST-1633,P-2004,5,In-Store,0.0
ORD-50859,2023-01-17,CUST-1346,P-2027,3,Online,0.0
ORD-50860,2024-01-11,CUST-1337,P-2049,1,Mobile App,0.23
ORD-50861,2023-01-19,CUST-1354,P-2005,4,Mobile App,0.0
ORD-50862,2023-03-08,CUST-1277,P-2047,1,In-Store,0.0
ORD-50863,06/05/23,CUST-1800,P-2015,1,Online,0.0
ORD-50864,2024-03-16,CUST-1388,P-2044,1,Mobile App,0.0
ORD-50865,2023-12-26,CUST-1437,P-2036,2,In-Store,0.0
ORD-50866,2023-06-25,CUST-1447,P-2004,2,Mobile App,0.24
ORD-50867,2023-10-02,CUST-1581,P-2003,1,Online,0.0
ORD-50868,2023-04-03,CUST-1289,P-2003,3,In-Store,0.0
ORD-50869,2023-07-23,CUST-1490,P-2043,1,Online,0.0
ORD-50870,2024-01-12,CUST-1832,P-2023,2,Mobile App,0.0
ORD-50871,2023-12-01,CUST-1250,P-2034,3,In-Store,0.21
ORD-50872,2023-11-15,CUST-1497,P-2018,1,Online,0.0
ORD-50873,2023-10-11,CUST-1215,P-2008,3,Online,0.0
ORD-50874,2023-11-29,CUST-1782,P-2030,1,Mobile App,0.0
ORD-50875,2024-02-28,CUST-1988,P-2006,1,In-Store,0.0
ORD-50876,2023-01-23,CUST-1229,P-2014,4,In-Store,0.0
ORD-50877,2024-01-26,CUST-1356,P-2002,5,In-Store,0.18
ORD-50878,2024-01-23,CUST-1028,P-2022,5,Mobile App,0.24
ORD-50879,2023-10-11,CUST-1397,P-2047,3,Mobile App,0.23
ORD-50880,2023-05-14,CUST-1166,P-2025,4,Online,0.0
ORD-50881,2023-12-16,CUST-1973,P-2018,1,Mobile App,0.0
ORD-50882,2023-11-12,CUST-1280,P-2024,3,Mobile App,0.0
ORD-50883,2023-06-07,CUST-1582,P-2043,3,Online,0.0
ORD-50884,2023-08-27,CUST-1037,P-2023,4,Mobile App,0.08
ORD-50885,2023-11-09,CUST-1564,P-2021,1,In-Store,0.04
ORD-50886,2023-11-19,CUST-1178,P-2010,5,Online,0.0
ORD-50887,2024-03-16,CUST-1450,P-2038,3,Mobile App,0.29
ORD-50888,2023-01-09,CUST-1694,P-2023,5,Online,0.0
ORD-50889,2023-02-27,CUST-1523,P-2005,2,Mobile App,0.0
ORD-50890,2023-11-25,CUST-1436,P-2019,2,In-Store,0.11
ORD-50891,2023-05-31,CUST-1636,P-2002,2,Mobile App,0.0
ORD-50892,2023-11-08,CUST-1216,P-2021,5,Mobile App,0.0
ORD-50893,2023-04-21,CUST-1387,P-2038,1,Mobile App,0.0
ORD-50894,2023-02-09,CUST-1981,P-2015,5,In-Store,0.0
ORD-50895,2023-03-04,CUST-1867,P-2034,1,In-Store,0.0
ORD-50896,2024-03-04,CUST-1589,P-2019,2,Online,0.0
ORD-50897,2024-01-19,CUST-1995,P-2008,2,Online,0.0
ORD-50898,2023-09-16,CUST-1078,P-2024,4,Mobile App,0.3
ORD-50899,2023-10-03,CUST-1250,P-2050,4,In-Store,0.0
ORD-50900,2023-03-02,CUST-1083,P-2027,4,Online,0.26
ORD-50901,2023-01-08,CUST-1170,P-2008,4,Mobile App,0.0
ORD-50902,2024-03-21,CUST-1034,P-2028,1,Mobile App,0.27
ORD-50903,2023-07-01,CUST-1130,P-2026,5,In-Store,0.0
ORD-50904,2023-11-12,CUST-1110,P-2047,1,In-Store,0.0
ORD-50905,2024-01-15,CUST-1854,P-2028,3,Mobile App,0.27
ORD-50906,2023-09-18,CUST-1085,P-2010,1,In-Store,0.0
ORD-50907,2023-04-01,CUST-1520,P-2047,5,In-Store,0.0
ORD-50908,2023-10-16,CUST-1530,P-2034,5,In-Store,0.0
ORD-50909,2023-04-02,CUST-1976,P-2010,1,Online,0.0
ORD-50910,2023-05-23,CUST-1588,P-2040,3,In-Store,0.0
ORD-50911,2023-04-25,CUST-1906,P-2011,3,Online,0.2
ORD-50912,2023-03-14,CUST-1098,P-2014,5,Online,0.16
ORD-50913,02/14/24,CUST-1199,P-2001,4,Mobile App,0.0
ORD-50914,2023-08-16,CUST-1533,P-2009,4,Online,0.0
ORD-50915,2023-08-10,CUST-1505,P-2017,1,Online,0.24
ORD-50916,2024-01-17,CUST-1812,P-2015,1,Mobile App,0.2
ORD-50917,2023-02-07,CUST-1723,P-2045,3,Mobile App,0.1
ORD-50918,2024-03-06,CUST-1571,P-2043,1,Mobile App,0.0
ORD-50919,2023-04-23,CUST-1689,P-2013,3,In-Store,0.0
ORD-50920,2023-04-12,CUST-1650,P-2006,-1,Online,0.0
ORD-50921,2023-11-09,CUST-1213,P-2046,2,Mobile App,0.0
ORD-50922,2023-11-23,CUST-1357,P-2031,5,Online,0.2
ORD-50923,2023-09-08,CUST-1815,P-2041,4,Online,0.0
ORD-50924,2024-01-22,CUST-1782,P-2019,4,Online,0.0
ORD-50925,2023-06-13,CUST-1676,P-2008,3,In-Store,0.26
ORD-50926,2023-11-04,CUST-1421,P-2044,2,In-Store,0.0
ORD-50927,2024-01-31,CUST-1330,P-2017,3,In-Store,0.08
ORD-50928,2024-01-08,CUST-1224,P-2022,1,Online,0.0
ORD-50929,2024-02-04,CUST-1640,P-2008,5,Mobile App,0.0
ORD-50930,2023-07-14,CUST-1092,P-2050,3,Mobile App,0.0
ORD-50931,2023-04-18,CUST-1370,P-2035,2,Mobile App,0.0
ORD-50932,2024-02-15,CUST-1165,P-2024,3,Online,0.0
ORD-50933,2023-01-11,CUST-1773,P-2034,1,In-Store,0.0
ORD-50934,2023-04-28,CUST-1646,P-2050,2,In-Store,0.0
ORD-50935,2023-03-09,CUST-1837,P-2048,3,Mobile App,0.12
ORD-50936,2023-01-08,CUST-1760,P-2035,5,In-Store,0.0
ORD-50937,2023-11-07,CUST-1879,P-2020,3,In-Store,0.0
ORD-50938,2023-05-16,CUST-1992,P-2042,5,In-Store,0.0
ORD-50939,2023-09-05,CUST-1291,P-2045,5,Mobile App,0.0
ORD-50940,2023-07-10,CUST-1781,P-2035,1,Online,0.0
ORD-50941,2023-09-02,CUST-1576,P-2007,3,Online,0.0
ORD-50942,2023-04-17,CUST-1885,P-2032,5,In-Store,0.0
ORD-50943,2024-03-05,CUST-1580,P-2049,2,Mobile App,0.0
ORD-50944,2023-03-19,CUST-1037,P-2021,5,Online,0.24
ORD-50945,2023-10-07,CUST-1511,P-2021,2,Mobile App,0.02
ORD-50946,2023-02-23,CUST-1435,P-2045,1,Mobile App,0.0
ORD-50947,2023-04-12,CUST-1448,P-2008,1,Mobile App,0.0
ORD-50948,2024-01-19,CUST-1895,P-2036,4,In-Store,0.26
ORD-50949,2023-05-19,CUST-1535,P-2021,5,In-Store,0.0
ORD-50950,2023-04-15,CUST-1822,P-2040,3,In-Store,0.22
ORD-50951,2024-03-12,CUST-1950,P-2009,-1,In-Store,0.0
ORD-50952,2023-08-29,CUST-1068,P-2001,3,In-Store,0.0
ORD-50953,2023-02-01,CUST-1639,P-2030,5,Online,0.0
ORD-50954,2023-01-08,CUST-1950,P-2013,3,Mobile App,0.0
ORD-50955,2023-11-16,CUST-1785,P-2026,3,Mobile App,0.0
ORD-50956,2024-01-10,CUST-1221,P-2018,2,Mobile App,0.0
ORD-50957,2023-07-16,CUST-1338,P-2037,5,Mobile App,0.0
ORD-50958,2023-08-31,CUST-1214,P-2011,1,Mobile App,0.0
ORD-50959,2023-03-26,CUST-1486,P-2001,3,In-Store,0.0
ORD-50960,2023-08-30,CUST-1334,P-2020,5,In-Store,0.11
ORD-50961,2024-03-05,CUST-1534,P-2021,5,Online,0.25
ORD-50962,2023-12-31,CUST-1146,P-2028,5,Online,0.0
ORD-50963,2023-08-11,CUST-1667,P-2023,2,Mobile App,0.0
ORD-50964,2023-08-06,CUST-1218,P-2040,5,In-Store,0.0
ORD-50965,2024-01-18,CUST-1010,P-2013,4,In-Store,0.0
ORD-50966,2023-07-08,CUST-1937,P-2017,5,In-Store,0.0
ORD-50967,2023-07-23,CUST-1044,P-2045,3,Online,0.28
ORD-50968,2023-11-08,CUST-1647,P-2030,4,Mobile App,0.01
ORD-50969,2023-01-15,CUST-1627,P-2046,2,Online,0.0
ORD-50970,2024-03-09,CUST-1122,P-2004,4,Mobile App,0.0
ORD-50971,2024-03-12,CUST-1198,P-2042,5,In-Store,0.05
,2023-10-28,CUST-1739,P-2024,5,Mobile App,0.0
ORD-50973,2023-02-03,CUST-1197,P-2049,5,Online,0.0
ORD-50974,2023-04-12,CUST-1705,P-2033,4,Online,0.0
ORD-50975,2023-10-15,CUST-1359,P-2008,3,In-Store,0.0
ORD-50976,2023-02-16,CUST-1186,P-2047,1,Online,0.07
ORD-50977,2023-07-11,CUST-1471,P-2006,2,Online,0.22
ORD-50978,2023-06-08,CUST-1054,P-2025,3,Online,0.08
ORD-50979,2023-04-13,CUST-1181,P-2019,3,Mobile App,0.0
ORD-50980,2024-01-31,CUST-1657,P-2034,4,Mobile App,0.0
ORD-50981,2023-10-03,CUST-1582,P-2014,4,Online,0.0
ORD-50982,2023-09-15,CUST-1564,P-2048,3,In-Store,0.0
ORD-50983,2023-03-01,CUST-1529,P-2043,2,Mobile App,0.0
ORD-50984,2023-10-29,CUST-1922,P-2003,3,Online,0.0
ORD-50985,2023-09-01,CUST-1342,P-2022,1,Mobile App,0.0
ORD-50986,2023-01-12,CUST-1449,P-2040,4,In-Store,0.08
ORD-50987,2023-07-11,CUST-1615,P-2022,4,Online,0.27
ORD-50988,2023-09-17,CUST-1110,P-2027,4,Online,0.0
ORD-50989,2023-03-27,CUST-1944,P-2020,5,Mobile App,0.04
ORD-50990,2023-06-20,CUST-1807,P-2004,1,In-Store,0.0
ORD-50991,2023-08-24,CUST-1000,P-2043,2,Online,0.0
ORD-50992,2023-04-15,CUST-1447,P-2006,2,Online,0.0
ORD-50993,2023-06-26,CUST-1102,P-2031,5,Mobile App,0.0
ORD-50994,2023-08-26,CUST-1723,P-2016,1,In-Store,0.27
ORD-50995,2024-02-24,CUST-1690,P-2047,4,Mobile App,0.18
ORD-50996,2023-04-24,CUST-1906,P-2039,2,Online,0.0
ORD-50997,2024-01-20,CUST-1407,P-2005,2,In-Store,0.0
ORD-50998,2023-07-16,CUST-1669,P-2012,4,In-Store,0.0
ORD-50999,2023-08-04,CUST-1183,P-2011,4,Online,0.0
ORD-51000,01/11/24,CUST-1103,P-2042,4,Mobile App,0.0
ORD-51001,2023-12-18,CUST-1465,P-2001,4,Online,0.0
ORD-51002,2023-05-13,CUST-1759,P-2041,1,In-Store,0.21
ORD-51003,2024-03-08,CUST-1547,P-2024,1,In-Store,0.02
ORD-51004,2023-01-04,CUST-1345,P-2046,5,In-Store,0.0
ORD-51005,2023-08-26,CUST-1288,P-2003,1,Mobile App,0.0
ORD-51006,05/10/23,CUST-1435,P-2022,3,In-Store,0.0
ORD-51007,2023-01-09,CUST-1457,P-2021,3,Online,0.0
ORD-51008,2023-07-22,CUST-1254,P-2012,1,In-Store,0.0
ORD-51009,2023-05-21,CUST-1353,P-2030,5,Mobile App,0.17
ORD-51010,2023-01-21,CUST-1078,P-2021,3,Online,0.0
ORD-51011,01/07/24,CUST-1080,P-2022,3,In-Store,0.22
ORD-51012,2023-02-10,CUST-1856,P-2028,1,Mobile App,0.0
ORD-51013,2024-03-13,CUST-1812,P-2016,1,In-Store,0.0
ORD-51014,2023-12-19,CUST-1796,P-2012,3,Online,0.0
,2023-05-20,CUST-1005,P-2027,2,In-Store,0.0
ORD-51016,2024-02-09,CUST-1999,P-2041,3,Online,0.0
ORD-51017,2023-05-28,CUST-1745,P-2046,5,In-Store,0.0
ORD-51018,2023-09-01,CUST-1952,P-2036,1,Online,0.0
ORD-51019,2024-01-16,CUST-1510,P-2014,5,Online,0.0
ORD-51020,2023-10-20,CUST-1990,P-2006,4,Mobile App,0.0
ORD-51021,05/30/23,CUST-1768,P-2021,4,Online,0.0
ORD-51022,2023-10-17,CUST-1441,P-2027,1,Online,0.0
ORD-51023,2023-10-03,CUST-1134,P-2025,5,Online,0.17
ORD-51024,2023-04-02,CUST-1885,P-2011,4,Mobile App,0.0
ORD-51025,2024-01-30,CUST-1371,P-2041,1,Mobile App,0.0
ORD-51026,2023-10-02,CUST-1545,P-2026,2,In-Store,0.0
,2024-03-23,CUST-1181,P-2026,3,Mobile App,0.0
ORD-51028,2023-02-20,CUST-1392,P-2038,4,Mobile App,0.0
ORD-51029,2023-11-09,CUST-1634,P-2033,1,In-Store,0.0
ORD-51030,2023-03-27,CUST-1582,P-2041,4,Mobile App,0.2
ORD-51031,2023-10-10,CUST-1523,P-2013,2,In-Store,0.28
ORD-51032,2023-06-15,CUST-1135,P-2019,1,Online,0.0
ORD-51033,2023-08-16,CUST-1247,P-2012,4,In-Store,0.27
,2023-05-06,CUST-1473,P-2047,1,Mobile App,0.26
ORD-51035,2023-02-06,CUST-1801,P-2027,3,Mobile App,0.0
ORD-51036,2023-10-01,CUST-1731,P-2002,4,In-Store,0.22
ORD-51037,2023-01-21,CUST-1372,P-2026,5,Online,0.0
ORD-51038,2023-05-15,CUST-1776,P-2038,1,Online,0.24
ORD-51039,2023-04-18,CUST-1270,P-2007,3,In-Store,0.23
ORD-51040,2023-06-25,CUST-1302,P-2045,4,In-Store,0.0
ORD-51041,2024-01-25,CUST-1143,P-2010,5,In-Store,0.09
ORD-51042,2024-01-02,CUST-1162,P-2037,3,Mobile App,0.04
ORD-51043,11/08/23,CUST-1299,P-2025,3,In-Store,0.0
ORD-51044,2023-01-07,CUST-1265,P-2024,5,Mobile App,0.29
ORD-51045,2023-11-26,CUST-1159,P-2038,5,In-Store,0.0
ORD-51046,2024-03-21,CUST-1537,P-2031,2,Online,0.0
ORD-51047,2023-06-08,CUST-1211,P-2015,2,Mobile App,0.0
ORD-51048,2023-09-13,CUST-1470,P-2037,1,Mobile App,0.22
ORD-51049,2023-07-06,CUST-1680,P-2003,4,In-Store,0.0
ORD-51050,2023-10-01,CUST-1866,P-2048,5,Mobile App,0.0
ORD-51051,2023-05-06,CUST-1262,P-2048,2,Mobile App,0.05
ORD-51052,2023-11-08,CUST-1272,P-2036,3,Online,0.04
ORD-51053,2023-06-05,CUST-1062,P-2014,2,Online,0.0
ORD-51054,2024-02-05,CUST-1052,P-2021,1,Online,0.0
ORD-51055,10/29/23,CUST-1220,P-2039,4,Online,0.13
ORD-51056,2023-11-26,CUST-1199,P-2038,5,In-Store,0.0
ORD-51057,2023-09-10,CUST-1646,P-2012,3,In-Store,0.0
ORD-51058,2023-09-30,CUST-1254,P-2022,3,Online,0.28
ORD-51059,2023-09-07,CUST-1006,P-2021,5,In-Store,0.0
ORD-51060,2023-02-18,CUST-1947,P-2029,3,Online,0.06
ORD-51061,2023-09-14,CUST-1312,P-2021,5,Online,0.0
ORD-51062,2023-03-21,CUST-1331,P-2011,2,Mobile App,0.0
ORD-51063,2023-06-16,CUST-1979,P-2034,4,In-Store,0.0
ORD-51064,2023-05-15,CUST-1483,P-2020,3,Mobile App,0.0
ORD-51065,06/07/23,CUST-1435,P-2037,4,Online,0.11
,2024-02-17,CUST-1143,P-2030,3,Mobile App,0.0
ORD-51067,2024-03-02,CUST-1382,P-2002,3,Mobile App,0.0
ORD-51068,2023-04-21,CUST-1632,P-2033,4,In-Store,0.28
ORD-51069,2023-10-31,CUST-1481,P-2003,4,In-Store,0.18
ORD-51070,2023-01-31,CUST-1103,P-2004,3,Online,0.0
ORD-51071,2024-03-26,CUST-1767,P-2005,3,Online,0.0
ORD-51072,2023-10-21,CUST-1204,P-2036,1,Mobile App,0.0
ORD-51073,2023-09-29,CUST-1836,P-2019,1,Mobile App,0.09
ORD-51074,2024-03-12,CUST-1369,P-2050,4,Online,0.0
ORD-51075,2023-06-20,CUST-1203,P-2044,3,Online,0.0
ORD-51076,2023-08-07,CUST-1405,P-2032,1,In-Store,0.0
ORD-51077,2023-08-12,CUST-1032,P-2033,3,Mobile App,0.0
ORD-51078,2023-02-08,CUST-1578,P-2006,5,Online,0.0
ORD-51079,2023-08-28,CUST-1624,P-2042,2,In-Store,0.0
ORD-51080,2024-03-26,CUST-1756,P-2010,3,Mobile App,0.22
ORD-51081,08/10/23,CUST-1910,P-2002,4,Online,0.0
ORD-51082,2023-06-15,CUST-1437,P-2010,3,Mobile App,0.0
ORD-51083,2023-12-07,CUST-1205,P-2050,5,Mobile App,0.0
ORD-51084,01/31/24,CUST-1151,P-2014,3,Online,0.16
ORD-51085,2023-02-05,CUST-1335,P-2021,2,In-Store,0.0
ORD-51086,2023-04-22,CUST-1790,P-2023,1,In-Store,0.0
ORD-51087,2024-03-20,CUST-1761,P-2048,2,Online,0.18
ORD-51088,2023-03-05,CUST-1095,P-2012,5,Online,0.0
ORD-51089,2023-09-08,CUST-1758,P-2039,3,Online,0.11
,2023-05-11,CUST-1520,P-2008,4,Online,0.0
ORD-51091,2023-06-08,CUST-1856,P-2005,4,Mobile App,0.0
,2023-11-26,CUST-1829,P-2025,4,In-Store,0.0
,2024-03-09,CUST-1254,P-2012,5,In-Store,0.02
ORD-51094,2024-02-15,CUST-1214,P-2048,3,Online,0.0
ORD-51095,2023-09-23,CUST-1988,P-2010,2,Online,0.0
ORD-51096,2023-06-06,CUST-1413,P-2041,3,Online,0.0
ORD-51097,2023-08-29,CUST-1035,P-2048,2,Mobile App,0.05
ORD-51098,2023-02-21,CUST-1015,P-2023,2,In-Store,0.0
ORD-51099,2023-08-01,CUST-1876,P-2035,4,In-Store,0.0
ORD-51100,2023-05-12,CUST-1131,P-2021,5,In-Store,0.0
ORD-51101,2024-03-01,CUST-1872,P-2037,2,Online,0.0
ORD-51102,2023-02-12,CUST-1761,P-2007,4,In-Store,0.0
ORD-51103,2023-12-04,CUST-1308,P-2022,4,In-Store,0.04
ORD-51104,2023-08-05,CUST-1383,P-2043,2,In-Store,0.0
ORD-51105,2024-02-11,CUST-1202,P-2012,1,Online,0.0
ORD-51106,2023-01-06,CUST-1585,P-2031,4,Mobile App,0.0
ORD-51107,2023-04-20,CUST-1464,P-2040,3,Mobile App,0.1
ORD-51108,2023-04-06,CUST-1261,P-2022,4,In-Store,0.08
ORD-51109,2024-02-05,CUST-1374,P-2028,1,In-Store,0.04
ORD-51110,2023-12-31,CUST-1302,P-2009,3,Online,0.29
ORD-51111,2023-04-04,CUST-1407,P-2033,2,Online,0.11
ORD-51112,2023-11-04,CUST-1798,P-2010,5,In-Store,0.0
ORD-51113,2023-12-22,CUST-1969,P-2034,2,Mobile App,0.07
ORD-51114,2024-01-20,CUST-1733,P-2010,5,In-Store,0.0
ORD-51115,2023-07-25,CUST-1303,P-2025,5,Online,0.09
ORD-51116,2023-02-08,CUST-1257,P-2046,5,Mobile App,0.02
ORD-51117,2023-07-30,CUST-1143,P-2010,4,Online,0.0
ORD-51118,2023-03-23,CUST-1661,P-2027,4,Online,0.08
ORD-51119,2023-07-25,CUST-1126,P-2047,5,Mobile App,0.0
ORD-51120,2023-06-17,CUST-1011,P-2041,1,Mobile App,0.0
ORD-51121,2023-12-05,CUST-1448,P-2020,1,Mobile App,0.0
ORD-51122,2023-05-20,CUST-1972,P-2003,4,In-Store,0.0
ORD-51123,2024-03-24,CUST-1726,P-2045,4,Mobile App,0.0
ORD-51124,2023-11-03,CUST-1885,P-2024,2,In-Store,0.0
ORD-51125,2023-11-23,CUST-1107,P-2050,3,Mobile App,0.0
ORD-51126,2023-08-03,CUST-1682,P-2017,3,Online,0.0
ORD-51127,2023-04-24,CUST-1605,P-2028,3,Mobile App,0.0
ORD-51128,2023-10-17,CUST-1384,P-2039,5,Online,0.0
ORD-51129,2024-02-11,CUST-1658,P-2007,5,Mobile App,0.0
ORD-51130,2023-11-06,CUST-1431,P-2026,1,Mobile App,0.01
ORD-51131,07/24/23,CUST-1832,P-2041,4,Online,0.0
ORD-51132,2023-06-18,CUST-1101,P-2019,4,In-Store,0.0
ORD-51133,2023-12-16,CUST-1352,P-2023,2,Mobile App,0.08
ORD-51134,2024-02-11,CUST-1164,P-2014,5,In-Store,0.23
ORD-51135,2023-03-30,CUST-1864,P-2032,1,Online,0.0
ORD-51136,2023-06-06,CUST-1103,P-2047,1,Online,0.06
ORD-51137,2024-03-14,CUST-1724,P-2032,3,Online,0.1
ORD-51138,2023-02-27,CUST-1194,P-2038,3,Mobile App,0.0
ORD-51139,2023-07-23,CUST-1633,P-2045,1,Mobile App,0.0
ORD-51140,2023-05-15,CUST-1149,P-2046,3,Online,0.22
ORD-51141,2024-03-24,CUST-1908,P-2019,5,In-Store,0.07
ORD-51142,2023-03-21,CUST-1683,P-2018,1,Online,0.13
ORD-51143,2024-02-20,CUST-1221,P-2010,1,In-Store,0.12
ORD-51144,2023-10-10,CUST-1581,P-2013,4,Mobile App,0.29
